"Município";"Quantidade_aprovada"
412000 Porecatu;3369
412010 Porto Amazonas;539
412015 Porto Barreiro;922
412020 Porto Rico;184
412030 Porto Vitória;649
412033 Prado Ferreira;1138
412035 Pranchita;716
412040 Presidente Castelo Branco;452
412050 Primeiro de Maio;4842
412060 Prudentópolis;5073
412065 Quarto Centenário;147
412070 Quatiguá;2050
412080 Quatro Barras;3511
412085 Quatro Pontes;143
412090 Quedas do Iguaçu;8289
412100 Querência do Norte;1101
412110 Quinta do Sol;690
412120 Quitandinha;3433
412125 Ramilândia;591
412130 Rancho Alegre;655
412135 Rancho Alegre D'Oeste;281
412140 Realeza;1094
412150 Rebouças;2762
412160 Renascença;841
412170 Reserva;3354
412175 Reserva do Iguaçu;751
412180 Ribeirão Claro;2042
412190 Ribeirão do Pinhal;2210
412200 Rio Azul;2168
412210 Rio Bom;528
412215 Rio Bonito do Iguaçu;1042
412217 Rio Branco do Ivaí;530
412220 Rio Branco do Sul;7030
412230 Rio Negro;3779
412240 Rolândia;18264
412250 Roncador;1169
412260 Rondon;1740
412265 Rosário do Ivaí;364
412270 Sabáudia;1386
412280 Salgado Filho;757
412290 Salto do Itararé;888
412300 Salto do Lontra;1680
412310 Santa Amélia;1206
412320 Santa Cecília do Pavão;344
412330 Santa Cruz de Monte Castelo;836
412340 Santa Fé;2013
412350 Santa Helena;1775
412360 Santa Inês;298
412370 Santa Isabel do Ivaí;845
412380 Santa Izabel do Oeste;1275
412382 Santa Lúcia;637
412385 Santa Maria do Oeste;1747
412390 Santa Mariana;5544
412395 Santa Mônica;875
412402 Santa Tereza do Oeste;3062
412405 Santa Terezinha de Itaipu;8381
412400 Santana do Itararé;676
412410 Santo Antônio da Platina;5019
412420 Santo Antônio do Caiuá;518
412430 Santo Antônio do Paraíso;212
412440 Santo Antônio do Sudoeste;1515
412450 Santo Inácio;783
412460 São Carlos do Ivaí;1022
412470 São Jerônimo da Serra;1563
412480 São João;1343
412490 São João do Caiuá;924
412500 São João do Ivaí;1096
412510 São João do Triunfo;707
412520 São Jorge d'Oeste;1051
412530 São Jorge do Ivaí;567
412535 São Jorge do Patrocínio;1398
412540 São José da Boa Vista;526
412545 São José das Palmeiras;492
412550 São José dos Pinhais;52108
412555 São Manoel do Paraná;544
412560 São Mateus do Sul;4936
412570 São Miguel do Iguaçu;3472
412575 São Pedro do Iguaçu;1081
412580 São Pedro do Ivaí;1501
412590 São Pedro do Paraná;488
412600 São Sebastião da Amoreira;1396
412610 São Tomé;521
412620 Sapopema;809
412625 Sarandi;20250
412627 Saudade do Iguaçu;496
412630 Sengés;1746
412635 Serranópolis do Iguaçu;1110
412640 Sertaneja;944
412650 Sertanópolis;7705
412660 Siqueira Campos;2257
412665 Sulina;298
412667 Tamarana;2268
412670 Tamboara;724
412680 Tapejara;1796
412690 Tapira;705
412700 Teixeira Soares;1675
412710 Telêmaco Borba;14240
412720 Terra Boa;1723
412730 Terra Rica;2974
412740 Terra Roxa;3375
412750 Tibagi;1839
412760 Tijucas do Sul;3967
412770 Toledo;18565
412780 Tomazina;533
412785 Três Barras do Paraná;3040
412788 Tunas do Paraná;1407
412790 Tuneiras do Oeste;2017
412795 Tupãssi;497
412796 Turvo;1894
412800 Ubiratã;2246
412810 Umuarama;29742
412820 União da Vitória;11716
412830 Uniflor;1044
412840 Uraí;1517
412853 Ventania;2918
412855 Vera Cruz do Oeste;1954
412860 Verê;964
412865 Virmond;542
412870 Vitorino;2178
412850 Wenceslau Braz;1963
412880 Xambrê;2137
420005 Abdon Batista;400
420010 Abelardo Luz;4252
420020 Agrolândia;1601
420030 Agronômica;581
420040 Água Doce;3001
420050 Águas de Chapecó;1441
420055 Águas Frias;940
420060 Águas Mornas;830
420070 Alfredo Wagner;1859
420075 Alto Bela Vista;1435
420080 Anchieta;607
420090 Angelina;1499
420100 Anita Garibaldi;1210
420110 Anitápolis;611
420120 Antônio Carlos;1633
420125 Apiúna;2450
420127 Arabutã;1243
420130 Araquari;10351
420140 Araranguá;9011
420150 Armazém;4299
420160 Arroio Trinta;813
420165 Arvoredo;1083
420170 Ascurra;1099
420180 Atalanta;1289
420190 Aurora;997
420195 Balneário Arroio do Silva;3572
420205 Balneário Barra do Sul;3196
420200 Balneário Camboriú;20691
420207 Balneário Gaivota;2018
421280 Balneário Piçarras;6519
422000 Balneário Rincão;4607
420208 Bandeirante;742
420209 Barra Bonita;252
420210 Barra Velha;4290
420213 Bela Vista do Toldo;1347
420215 Belmonte;598
420220 Benedito Novo;2903
420230 Biguaçu;11937
420240 Blumenau;75828
420243 Bocaina do Sul;531
420250 Bom Jardim da Serra;1263
420253 Bom Jesus;164
420257 Bom Jesus do Oeste;210
420260 Bom Retiro;1034
420245 Bombinhas;3111
420270 Botuverá;995
420280 Braço do Norte;5950
420285 Braço do Trombudo;975
420287 Brunópolis;426
420290 Brusque;20978
420300 Caçador;13299
420310 Caibi;1404
420315 Calmon;1369
420320 Camboriú;17322
420330 Campo Alegre;2859
420340 Campo Belo do Sul;1298
420350 Campo Erê;2402
420360 Campos Novos;10716
420370 Canelinha;2453
420380 Canoinhas;7800
420325 Capão Alto;535
420390 Capinzal;5815
420395 Capivari de Baixo;7568
420400 Catanduvas;4559
420410 Caxambu do Sul;844
420415 Celso Ramos;307
420417 Cerro Negro;1305
420419 Chapadão do Lageado;234
420420 Chapecó;62228
420425 Cocal do Sul;1201
420430 Concórdia;29678
420435 Cordilheira Alta;1027
420440 Coronel Freitas;3123
420445 Coronel Martins;128
420455 Correia Pinto;3869
420450 Corupá;2219
420460 Criciúma;28374
420470 Cunha Porã;1726
420475 Cunhataí;995
420480 Curitibanos;5677
420490 Descanso;1173
420500 Dionísio Cerqueira;1292
420510 Dona Emma;674
420515 Doutor Pedrinho;1249
420517 Entre Rios;1015
420519 Ermo;131
420520 Erval Velho;3428
420530 Faxinal dos Guedes;5902
420535 Flor do Sertão;668
420540 Florianópolis;59201
420543 Formosa do Sul;691
420545 Forquilhinha;2998
420550 Fraiburgo;4210
420555 Frei Rogério;356
420560 Galvão;549
420570 Garopaba;7567
420580 Garuva;3483
420590 Gaspar;12832
420600 Governador Celso Ramos;2358
420610 Grão Pará;1775
420620 Gravatal;3530
420630 Guabiruba;3341
420640 Guaraciaba;2830
420650 Guaramirim;11570
420660 Guarujá do Sul;1504
420665 Guatambú;1269
420670 Herval d'Oeste;8092
420675 Ibiam;550
420680 Ibicaré;2123
420690 Ibirama;4131
420700 Içara;6614
420710 Ilhota;2468
420720 Imaruí;2463
420730 Imbituba;10268
420740 Imbuia;1519
420750 Indaial;17958
420757 Iomerê;85
420760 Ipira;1673
420765 Iporã do Oeste;1501
420768 Ipuaçu;2677
420770 Ipumirim;2133
420775 Iraceminha;1194
420780 Irani;4349
420785 Irati;380
420790 Irineópolis;1562
420800 Itá;2434
420810 Itaiópolis;2836
420820 Itajaí;62412
420830 Itapema;16833
420840 Itapiranga;2141
420845 Itapoá;4666
420850 Ituporanga;4198
420860 Jaborá;1091
420870 Jacinto Machado;1139
420880 Jaguaruna;8949
420890 Jaraguá do Sul;32571
420895 Jardinópolis;117
420900 Joaçaba;9128
420910 Joinville;134959
420915 José Boiteux;2147
420917 Jupiá;488
420920 Lacerdópolis;1470
420930 Lages;42547
420940 Laguna;7219
420945 Lajeado Grande;489
420950 Laurentino;1666
420960 Lauro Muller;1883
420970 Lebon Régis;2104
420980 Leoberto Leal;188
420985 Lindóia do Sul;1716
420990 Lontras;3396
421000 Luiz Alves;944
421003 Luzerna;6641
421005 Macieira;143
421010 Mafra;9725
421020 Major Gercino;488
421030 Major Vieira;1192
421040 Maracajá;1494
421050 Maravilha;6945
421055 Marema;237
421060 Massaranduba;3484
421070 Matos Costa;216
421080 Meleiro;708
421085 Mirim Doce;1013
421090 Modelo;750
421100 Mondaí;1662
421105 Monte Carlo;1329
421110 Monte Castelo;1308
421120 Morro da Fumaça;4990
421125 Morro Grande;226
421130 Navegantes;13029
421140 Nova Erechim;1152
421145 Nova Itaberaba;1141
421150 Nova Trento;3251
421160 Nova Veneza;886
421165 Novo Horizonte;147
421170 Orleans;2273
421175 Otacílio Costa;3862
421180 Ouro;2111
421185 Ouro Verde;795
421187 Paial;142
421189 Painel;403
421190 Palhoça;33788
421200 Palma Sola;692
421205 Palmeira;1601
421210 Palmitos;2411
421220 Papanduva;2714
421223 Paraíso;1106
421225 Passo de Torres;1440
421227 Passos Maia;1325
421230 Paulo Lopes;1216
421240 Pedras Grandes;1336
421250 Penha;7618
421260 Peritiba;2094
421265 Pescaria Brava;3529
421270 Petrolândia;1933
421290 Pinhalzinho;2944
421300 Pinheiro Preto;1146
421310 Piratuba;1845
421315 Planalto Alegre;1396
421320 Pomerode;6401
421330 Ponte Alta;1141
421335 Ponte Alta do Norte;223
421340 Ponte Serrada;4489
421350 Porto Belo;3999
421360 Porto União;4925
421370 Pouso Redondo;6101
421380 Praia Grande;1009
421390 Presidente Castello Branco;619
421400 Presidente Getúlio;3252
421410 Presidente Nereu;197
421415 Princesa;821
421420 Quilombo;2078
421430 Rancho Queimado;444
421440 Rio das Antas;1868
421450 Rio do Campo;709
421460 Rio do Oeste;793
421480 Rio do Sul;16312
421470 Rio dos Cedros;3249
421490 Rio Fortuna;475
421500 Rio Negrinho;5975
421505 Rio Rufino;591
421507 Riqueza;1793
421510 Rodeio;1553
421520 Romelândia;862
421530 Salete;1491
421535 Saltinho;805
421540 Salto Veloso;1945
421545 Sangão;3669
421550 Santa Cecília;2758
421555 Santa Helena;884
421560 Santa Rosa de Lima;163
421565 Santa Rosa do Sul;1786
421567 Santa Terezinha;1113
421568 Santa Terezinha do Progresso;614
421569 Santiago do Sul;143
421570 Santo Amaro da Imperatriz;3491
421580 São Bento do Sul;12192
421575 São Bernardino;129
421590 São Bonifácio;1382
421600 São Carlos;1669
421605 São Cristovão do Sul;1168
421610 São Domingos;1609
421620 São Francisco do Sul;10231
421630 São João Batista;6453
421635 São João do Itaperiú;1061
421625 São João do Oeste;858
421640 São João do Sul;1546
421650 São Joaquim;6059
421660 São José;43191
421670 São José do Cedro;1644
421680 São José do Cerrito;2380
421690 São Lourenço do Oeste;4196
421700 São Ludgero;2931
421710 São Martinho;731
421715 São Miguel da Boa Vista;732
421720 São Miguel do Oeste;9482
421725 São Pedro de Alcântara;1494
421730 Saudades;1682
421740 Schroeder;4004
421750 Seara;3999
421755 Serra Alta;315
421760 Siderópolis;1298
421770 Sombrio;3620
421775 Sul Brasil;731
421780 Taió;5551
421790 Tangará;2618
421795 Tigrinhos;353
421800 Tijucas;5509
421810 Timbé do Sul;267
421820 Timbó;9801
421825 Timbó Grande;963
421830 Três Barras;4016
421835 Treviso;1104
421840 Treze de Maio;1806
421850 Treze Tílias;2347
421860 Trombudo Central;855
421870 Tubarão;45379
421875 Tunápolis;381
421880 Turvo;891
421885 União do Oeste;115
421890 Urubici;1490
421895 Urupema;304
421900 Urussanga;2905
421910 Vargeão;1136
421915 Vargem;1098
421917 Vargem Bonita;1331
421920 Vidal Ramos;1837
421930 Videira;7976
421935 Vitor Meireles;1061
421940 Witmarsum;1813
421950 Xanxerê;10833
421960 Xavantina;1839
421970 Xaxim;5971
421985 Zortéa;1554
430003 Aceguá;241
430005 Água Santa;1509
430010 Agudo;6564
430020 Ajuricaba;1363
430030 Alecrim;904
430040 Alegrete;10985
430045 Alegria;533
430047 Almirante Tamandaré do Sul;1468
430050 Alpestre;824
430055 Alto Alegre;387
430057 Alto Feliz;93
430060 Alvorada;58157
430063 Amaral Ferrador;1005
430064 Ametista do Sul;2241
430066 André da Rocha;88
430070 Anta Gorda;1083
430080 Antônio Prado;1198
430085 Arambaré;530
430087 Araricá;1426
430090 Aratiba;1190
430100 Arroio do Meio;4081
430107 Arroio do Padre;518
430105 Arroio do Sal;2696
430120 Arroio do Tigre;2048
430110 Arroio dos Ratos;4140
430130 Arroio Grande;2407
430140 Arvorezinha;5642
430150 Augusto Pestana;872
430155 Áurea;311
430160 Bagé;12404
430163 Balneário Pinhal;4746
430165 Barão;500
430170 Barão de Cotegipe;1344
430175 Barão do Triunfo;1775
430185 Barra do Guarita;2142
430187 Barra do Quaraí;168
430190 Barra do Ribeiro;2388
430192 Barra do Rio Azul;93
430195 Barra Funda;673
430180 Barracão;2052
430200 Barros Cassal;1460
430205 Benjamin Constant do Sul;185
430210 Bento Gonçalves;18930
430215 Boa Vista das Missões;264
430220 Boa Vista do Buricá;740
430222 Boa Vista do Cadeado;27
430223 Boa Vista do Incra;181
430225 Boa Vista do Sul;398
430230 Bom Jesus;621
430235 Bom Princípio;1400
430237 Bom Progresso;434
430240 Bom Retiro do Sul;2114
430245 Boqueirão do Leão;597
430250 Bossoroca;583
430258 Bozano;121
430260 Braga;157
430265 Brochier;1033
430270 Butiá;8025
430280 Caçapava do Sul;4191
430290 Cacequi;1300
430300 Cachoeira do Sul;18434
430310 Cachoeirinha;30212
430320 Cacique Doble;967
430330 Caibaté;292
430340 Caiçara;506
430350 Camaquã;11569
430355 Camargo;341
430360 Cambará do Sul;808
430367 Campestre da Serra;376
430370 Campina das Missões;830
430380 Campinas do Sul;574
430390 Campo Bom;16503
430400 Campo Novo;455
430410 Campos Borges;2537
430420 Candelária;4823
430430 Cândido Godói;1668
430435 Candiota;838
430440 Canela;7274
430450 Canguçu;10679
430460 Canoas;130441
430461 Canudos do Vale;543
430462 Capão Bonito do Sul;325
430463 Capão da Canoa;9921
430465 Capão do Cipó;226
430466 Capão do Leão;3313
430468 Capela de Santana;5202
430469 Capitão;721
430467 Capivari do Sul;267
430471 Caraá;1964
430470 Carazinho;16047
430480 Carlos Barbosa;3976
430485 Carlos Gomes;51
430490 Casca;5357
430495 Caseiros;305
430500 Catuípe;1349
430510 Caxias do Sul;84267
430511 Centenário;189
430512 Cerrito;1651
430513 Cerro Branco;804
430515 Cerro Grande;506
430517 Cerro Grande do Sul;2293
430520 Cerro Largo;1394
430530 Chapada;2390
430535 Charqueadas;8990
430537 Charrua;1485
430540 Chiapetta;405
430543 Chuí;195
430544 Chuvisca;1336
430545 Cidreira;4228
430550 Ciríaco;2109
430558 Colinas;802
430560 Colorado;366
430570 Condor;891
430580 Constantina;1400
430583 Coqueiro Baixo;393
430585 Coqueiros do Sul;1289
430587 Coronel Barros;922
430590 Coronel Bicaco;1134
430593 Coronel Pilar;359
430595 Cotiporã;843
430597 Coxilha;1583
430600 Crissiumal;2953
430605 Cristal;1208
430607 Cristal do Sul;400
430610 Cruz Alta;6507
430613 Cruzaltense;103
430620 Cruzeiro do Sul;3499
430630 David Canabarro;3744
430632 Derrubadas;996
430635 Dezesseis de Novembro;831
430637 Dilermando de Aguiar;251
430640 Dois Irmãos;5759
430642 Dois Irmãos das Missões;468
430645 Dois Lajeados;1067
430650 Dom Feliciano;1625
430660 Dom Pedrito;4103
430655 Dom Pedro de Alcântara;320
430670 Dona Francisca;676
430673 Doutor Maurício Cardoso;377
430675 Doutor Ricardo;344
430676 Eldorado do Sul;11763
430680 Encantado;4403
430690 Encruzilhada do Sul;4477
430692 Engenho Velho;203
430695 Entre Rios do Sul;577
430693 Entre-Ijuís;2785
430697 Erebango;804
430700 Erechim;13575
430705 Ernestina;757
430720 Erval Grande;816
430730 Erval Seco;859
430740 Esmeralda;103
430745 Esperança do Sul;1313
430750 Espumoso;4293
430755 Estação;658
430760 Estância Velha;7826
430770 Esteio;11662
430780 Estrela;7167
430781 Estrela Velha;476
430783 Eugênio de Castro;1614
430786 Fagundes Varela;754
430790 Farroupilha;13269
430800 Faxinal do Soturno;663
430805 Faxinalzinho;424
430807 Fazenda Vilanova;795
430810 Feliz;803
430820 Flores da Cunha;1738
430825 Floriano Peixoto;39
430830 Fontoura Xavier;1429
430840 Formigueiro;479
430843 Forquetinha;465
430845 Fortaleza dos Valos;343
430850 Frederico Westphalen;6891
430860 Garibaldi;3194
430865 Garruchos;168
430870 Gaurama;953
430880 General Câmara;3311
430885 Gentil;1664
430890 Getúlio Vargas;2929
430900 Giruá;1463
430905 Glorinha;2065
430910 Gramado;3786
430912 Gramado dos Loureiros;843
430915 Gramado Xavier;1047
430920 Gravataí;72509
430925 Guabiju;57
430930 Guaíba;25742
430940 Guaporé;2085
430950 Guarani das Missões;975
430955 Harmonia;1244
430710 Herval;694
430957 Herveiras;841
430960 Horizontina;2196
430965 Hulha Negra;952
430970 Humaitá;977
430975 Ibarama;623
430980 Ibiaçá;1451
430990 Ibiraiaras;3141
430995 Ibirapuitã;1054
431000 Ibirubá;1967
431010 Igrejinha;7654
431020 Ijuí;16009
431030 Ilópolis;378
431033 Imbé;7197
431036 Imigrante;585
431040 Independência;1119
431041 Inhacorá;260
431043 Ipê;702
431046 Ipiranga do Sul;740
431050 Iraí;2200
431053 Itaara;384
431055 Itacurubi;1073
431057 Itapuca;357
431060 Itaqui;3024
431065 Itati;223
431070 Itatiba do Sul;379
431075 Ivorá;46
431080 Ivoti;3041
431085 Jaboticaba;603
431087 Jacuizinho;120
431090 Jacutinga;227
431100 Jaguarão;3319
431110 Jaguari;1343
431112 Jaquirana;271
431113 Jari;236
431115 Jóia;1233
431120 Júlio de Castilhos;1943
431123 Lagoa Bonita do Sul;286
431127 Lagoa dos Três Cantos;581
431130 Lagoa Vermelha;7241
431125 Lagoão;583
431140 Lajeado;15659
431142 Lajeado do Bugre;1031
431150 Lavras do Sul;605
431160 Liberato Salzano;3167
431162 Lindolfo Collor;534
431164 Linha Nova;24
431171 Maçambará;257
431170 Machadinho;1032
431173 Mampituba;659
431175 Manoel Viana;279
431177 Maquiné;1805
431179 Maratá;609
431180 Marau;6653
431190 Marcelino Ramos;865
431198 Mariana Pimentel;1645
431200 Mariano Moro;452
431205 Marques de Souza;1145
431210 Mata;150
431213 Mato Castelhano;1646
431215 Mato Leitão;2088
431217 Mato Queimado;52
431220 Maximiliano de Almeida;1184
431225 Minas do Leão;997
431230 Miraguaí;519
431235 Montauri;618
431237 Monte Alegre dos Campos;149
431238 Monte Belo do Sul;141
431240 Montenegro;13933
431242 Mormaço;1228
431244 Morrinhos do Sul;1702
431245 Morro Redondo;507
431247 Morro Reuter;387
431250 Mostardas;3001
431260 Muçum;1408
431261 Muitos Capões;117
431262 Muliterno;154
431265 Não-Me-Toque;3733
431267 Nicolau Vergueiro;338
431270 Nonoai;4059
431275 Nova Alvorada;1392
431280 Nova Araçá;300
431290 Nova Bassano;3144
431295 Nova Boa Vista;122
431300 Nova Bréscia;756
431301 Nova Candelária;593
431303 Nova Esperança do Sul;807
431306 Nova Hartz;4249
431308 Nova Pádua;59
431310 Nova Palma;574
431320 Nova Petrópolis;2592
431330 Nova Prata;2884
431333 Nova Ramada;204
431335 Nova Roma do Sul;795
431337 Nova Santa Rita;6459
431349 Novo Barreiro;1902
431339 Novo Cabrais;799
431340 Novo Hamburgo;50817
431342 Novo Machado;240
431344 Novo Tiradentes;247
431346 Novo Xingu;821
431350 Osório;9622
431360 Paim Filho;652
431365 Palmares do Sul;2122
431370 Palmeira das Missões;6482
431380 Palmitinho;1899
431390 Panambi;3592
431395 Pantano Grande;2335
431400 Paraí;762
431402 Paraíso do Sul;582
431403 Pareci Novo;1899
431405 Parobé;9818
431406 Passa Sete;425
431407 Passo do Sobrado;564
431410 Passo Fundo;112210
431413 Paulo Bento;345
431415 Paverama;992
431417 Pedras Altas;32
431420 Pedro Osório;1667
431430 Pejuçara;1847
431440 Pelotas;49749
431442 Picada Café;676
431445 Pinhal;558
431446 Pinhal da Serra;156
431447 Pinhal Grande;945
431449 Pinheirinho do Vale;1121
431450 Pinheiro Machado;1417
431454 Pinto Bandeira;85
431455 Pirapó;219
431460 Piratini;4320
431470 Planalto;2576
431475 Poço das Antas;435
431477 Pontão;2986
431478 Ponte Preta;405
431480 Portão;6494
431490 Porto Alegre;374539
431500 Porto Lucena;435
431505 Porto Mauá;919
431507 Porto Vera Cruz;1017
431510 Porto Xavier;1525
431513 Pouso Novo;210
431514 Presidente Lucena;308
431515 Progresso;1400
431517 Protásio Alves;358
431520 Putinga;618
431530 Quaraí;2342
431531 Quatro Irmãos;53
431532 Quevedos;138
431535 Quinze de Novembro;1119
431540 Redentora;2378
431545 Relvado;637
431550 Restinga Seca;2054
431555 Rio dos Índios;801
431560 Rio Grande;41374
431570 Rio Pardo;3888
431575 Riozinho;734
431580 Roca Sales;1302
431590 Rodeio Bonito;824
431595 Rolador;152
431600 Rolante;3809
431610 Ronda Alta;3011
431620 Rondinha;1107
431630 Roque Gonzales;601
431640 Rosário do Sul;6432
431642 Sagrada Família;343
431643 Saldanha Marinho;187
431645 Salto do Jacuí;1305
431647 Salvador das Missões;407
431650 Salvador do Sul;814
431660 Sananduva;3849
431710 Sant'Ana do Livramento;13298
431670 Santa Bárbara do Sul;963
431673 Santa Cecília do Sul;65
431675 Santa Clara do Sul;844
431680 Santa Cruz do Sul;21400
431697 Santa Margarida do Sul;387
431690 Santa Maria;19951
431695 Santa Maria do Herval;571
431720 Santa Rosa;10282
431725 Santa Tereza;256
431730 Santa Vitória do Palmar;2690
431700 Santana da Boa Vista;958
431740 Santiago;5565
431750 Santo Ângelo;10723
431760 Santo Antônio da Patrulha;14227
431770 Santo Antônio das Missões;1022
431755 Santo Antônio do Palma;461
431775 Santo Antônio do Planalto;928
431780 Santo Augusto;3394
431790 Santo Cristo;1699
431795 Santo Expedito do Sul;661
431800 São Borja;9435
431805 São Domingos do Sul;2576
431810 São Francisco de Assis;1842
431820 São Francisco de Paula;2132
431830 São Gabriel;10008
431840 São Jerônimo;6697
431842 São João da Urtiga;3310
431843 São João do Polêsine;200
431844 São Jorge;350
431845 São José das Missões;178
431846 São José do Herval;227
431848 São José do Hortêncio;923
431849 São José do Inhacorá;11
431850 São José do Norte;2285
431860 São José do Ouro;2437
431861 São José do Sul;575
431862 São José dos Ausentes;451
431870 São Leopoldo;45166
431880 São Lourenço do Sul;6719
431890 São Luiz Gonzaga;5136
431900 São Marcos;1606
431910 São Martinho;1285
431912 São Martinho da Serra;124
431915 São Miguel das Missões;1713
431920 São Nicolau;798
431930 São Paulo das Missões;1157
431935 São Pedro da Serra;583
431936 São Pedro das Missões;125
431937 São Pedro do Butiá;391
431940 São Pedro do Sul;2938
431950 São Sebastião do Caí;3779
431960 São Sepé;3906
431970 São Valentim;280
431971 São Valentim do Sul;354
431973 São Valério do Sul;1052
431975 São Vendelino;65
431980 São Vicente do Sul;636
431990 Sapiranga;13916
432000 Sapucaia do Sul;43698
432010 Sarandi;6446
432020 Seberi;4514
432023 Sede Nova;535
432026 Segredo;575
432030 Selbach;299
432032 Senador Salgado Filho;287
432035 Sentinela do Sul;416
432040 Serafina Corrêa;3835
432045 Sério;522
432050 Sertão;1664
432055 Sertão Santana;776
432057 Sete de Setembro;179
432060 Severiano de Almeida;764
432065 Silveira Martins;44
432067 Sinimbu;774
432070 Sobradinho;3145
432080 Soledade;9642
432085 Tabaí;672
432090 Tapejara;5618
432100 Tapera;1329
432110 Tapes;2641
432120 Taquara;7660
432130 Taquari;4146
432132 Taquaruçu do Sul;2653
432135 Tavares;365
432140 Tenente Portela;3431
432143 Terra de Areia;1025
432145 Teutônia;4252
432146 Tio Hugo;1682
432147 Tiradentes do Sul;1189
432149 Toropi;612
432150 Torres;12614
432160 Tramandaí;19754
432162 Travesseiro;263
432163 Três Arroios;275
432166 Três Cachoeiras;2845
432170 Três Coroas;3658
432180 Três de Maio;2803
432183 Três Forquilhas;256
432185 Três Palmeiras;2338
432190 Três Passos;6054
432195 Trindade do Sul;4243
432200 Triunfo;5265
432210 Tucunduva;465
432215 Tunas;1279
432218 Tupanci do Sul;113
432220 Tupanciretã;2715
432225 Tupandi;1905
432230 Tuparendi;1911
432232 Turuçu;490
432234 Ubiretama;310
432235 União da Serra;145
432237 Unistalda;10
432240 Uruguaiana;14750
432250 Vacaria;6179
432253 Vale do Sol;1303
432254 Vale Real;550
432252 Vale Verde;409
432255 Vanini;264
432260 Venâncio Aires;12088
432270 Vera Cruz;2842
432280 Veranópolis;4111
432285 Vespasiano Correa;279
432290 Viadutos;791
432300 Viamão;66642
432310 Vicente Dutra;169
432320 Victor Graeff;648
432330 Vila Flores;87
432335 Vila Lângaro;1998
432340 Vila Maria;4264
432345 Vila Nova do Sul;357
432350 Vista Alegre;1030
432360 Vista Alegre do Prata;180
432370 Vista Gaúcha;715
432375 Vitória das Missões;1075
432377 Westfalia;617
432380 Xangri-lá;2308
500020 Água Clara;1924
500025 Alcinópolis;619
500060 Amambai;3805
500070 Anastácio;3477
500080 Anaurilândia;429
500085 Angélica;1058
500090 Antônio João;2110
500100 Aparecida do Taboado;1833
500110 Aquidauana;6366
500124 Aral Moreira;1507
500150 Bandeirantes;1323
500190 Bataguassu;2481
500200 Batayporã;1170
500210 Bela Vista;2088
500215 Bodoquena;521
500220 Bonito;1972
500230 Brasilândia;1766
500240 Caarapó;3909
500260 Camapuã;2682
500270 Campo Grande;170072
500280 Caracol;468
500290 Cassilândia;2495
500295 Chapadão do Sul;2505
500310 Corguinho;291
500315 Coronel Sapucaia;1774
500320 Corumbá;6545
500325 Costa Rica;5286
500330 Coxim;4183
500345 Deodápolis;1569
500348 Dois Irmãos do Buriti;1829
500350 Douradina;617
500370 Dourados;34655
500375 Eldorado;518
500380 Fátima do Sul;3219
500390 Figueirão;60
500400 Glória de Dourados;863
500410 Guia Lopes da Laguna;1013
500430 Iguatemi;1306
500440 Inocência;869
500450 Itaporã;2332
500460 Itaquiraí;872
500470 Ivinhema;3601
500480 Japorã;687
500490 Jaraguari;662
500500 Jardim;2477
500510 Jateí;194
500515 Juti;710
500520 Ladário;534
500525 Laguna Carapã;507
500540 Maracaju;5184
500560 Miranda;3097
500568 Mundo Novo;1415
500570 Naviraí;7262
500580 Nioaque;1605
500600 Nova Alvorada do Sul;2567
500620 Nova Andradina;7740
500625 Novo Horizonte do Sul;532
500627 Paraíso das Águas;224
500630 Paranaíba;7811
500635 Paranhos;1336
500640 Pedro Gomes;523
500660 Ponta Porã;17505
500690 Porto Murtinho;756
500710 Ribas do Rio Pardo;2771
500720 Rio Brilhante;1968
500730 Rio Negro;497
500740 Rio Verde de Mato Grosso;1557
500750 Rochedo;1063
500755 Santa Rita do Pardo;188
500769 São Gabriel do Oeste;2909
500780 Selvíria;1122
500770 Sete Quedas;1533
500790 Sidrolândia;6228
500793 Sonora;1553
500795 Tacuru;852
500797 Taquarussu;998
500800 Terenos;1500
500830 Três Lagoas;20380
500840 Vicentina;383
510010 Acorizal;199
510020 Água Boa;2013
510025 Alta Floresta;6578
510030 Alto Araguaia;1756
510035 Alto Boa Vista;355
510040 Alto Garças;478
510050 Alto Paraguai;377
510060 Alto Taquari;635
510080 Apiacás;792
510120 Araguainha;58
510125 Araputanga;654
510130 Arenápolis;2115
510140 Aripuanã;906
510160 Barão de Melgaço;861
510170 Barra do Bugres;2626
510180 Barra do Garças;1726
510185 Bom Jesus do Araguaia;468
510190 Brasnorte;3919
510250 Cáceres;16374
510260 Campinápolis;1230
510263 Campo Novo do Parecis;6858
510267 Campo Verde;3005
510268 Campos de Júlio;26
510269 Canabrava do Norte;113
510270 Canarana;801
510279 Carlinda;1921
510285 Castanheira;155
510300 Chapada dos Guimarães;2300
510305 Cláudia;3330
510310 Cocalinho;249
510320 Colíder;4482
510325 Colniza;584
510330 Comodoro;2167
510335 Confresa;2200
510336 Conquista D'Oeste;728
510337 Cotriguaçu;531
510340 Cuiabá;73203
510343 Curvelândia;599
510345 Denise;491
510350 Diamantino;1675
510360 Dom Aquino;1348
510370 Feliz Natal;387
510380 Figueirópolis D'Oeste;941
510385 Gaúcha do Norte;222
510390 General Carneiro;356
510395 Glória D'Oeste;320
510410 Guarantã do Norte;3260
510420 Guiratinga;718
510450 Indiavaí;57
