Número da Publicação,Assunto,Região,Estado,Total
GM 01907/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,71808.00
GM 01907/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,114892.80
GM 01907/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,258508.80
GM 01896/2020,UTI,NORDESTE,BA,-576000.00
GM 01895/2020,UTI,CENTRO-OESTE,MT,2160000.00
GM 01893/2020,UTI,NORTE,AC,2880000.00
GM 01892/2020,UTI,SUL,PR,1440000.00
GM 01891/2020,UTI,SUL,SC,1440000.00
GM 01890/2020,UTI,SUL,PR,21168000.00
GM 01889/2020,UTI,NORDESTE,CE,2880000.00
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,129254.40
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,43084.80
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,143616.00
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS,215424.00
GM 01866/2021,UTI,SUDESTE,SP,384000.00
GM 01865/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ,143616.00
GM 01865/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,14361.60
GM 01864/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,114892.80
GM 01840/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,114892.80
GM 01840/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,143616.00
GM 01824/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,315955.20
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,57446.40
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,57446.40
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,287232.00
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,818611.20
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,57446.40
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,71808.00
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,57446.40
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,86169.60
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,129254.40
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,229785.60
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,28723.20
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,28723.20
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,71808.00
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,100531.20
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,1436160.00
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,129254.40
GM 01816/2021,UTI,NORTE,PA,480000.00
GM 01816/2021,UTI,NORDESTE,CE,240000.00
GM 01816/2021,UTI,NORDESTE,PB,480000.00
GM 01816/2021,UTI,NORDESTE,PE,720000.00
GM 01816/2021,UTI,NORDESTE,PI,720000.00
GM 01816/2021,UTI,SUDESTE,MG,2928000.00
GM 01816/2021,UTI,SUDESTE,RJ,720000.00
GM 01816/2021,UTI,SUDESTE,SP,8016000.00
GM 01816/2021,UTI,SUL,PR,2496000.00
GM 01816/2021,UTI,SUL,SC,1200000.00
GM 01816/2021,UTI,CENTRO-OESTE,GO,1872000.00
GM 01816/2021,UTI,CENTRO-OESTE,MS,1920000.00
GM 01816/2021,UTI,CENTRO-OESTE,MT,144000.00
GM 01815/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,28723.30
GM 01815/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,100531.20
GM 01814/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,28723.20
GM 01813/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO,100531.20
GM 01813/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,100531.20
GM 01813/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,71808.00
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,114892.80
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,186700.80
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,114892.80
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,71808.00
GM 01811/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,14361.60
GM 01809/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,86169.60
GM 01809/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,28723.20
GM 01809/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,100531.20
GM 01804/2020,UTI,NORDESTE,BA,17280000.00
GM 01803/2020,UTI,NORDESTE,AL,5472000.00
GM 01800/2021,UTI,CENTRO-OESTE,MT,-240000.00
GM 01799/2020,UTI,SUL,SC,5760000.00
GM 01798/2021,UTI,SUDESTE,SP,-192000.00
GM 01797/2021,UTI,SUL,RS,-960000.00
GM 01791/2020,UTI,NORTE,TO,1440000.00
GM 01790/2020,UTI,NORDESTE,MA,-2880000.00
GM 01789/2020,UTI,NORDESTE,PI,1440000.00
GM 01788/2020,UTI,NORDESTE,PE,-6048000.00
GM 01787/2020,UTI,SUDESTE,SP,61920000.00
GM 01786/2020,HPP PARA CUIDADOS PROLONGADOS,SUDESTE,MG,18324000.00
GM 01774/2020,UTI,SUDESTE,SP,1152000.00
GM 01773/2020,UTI,NORDESTE,RN,4752000.00
GM 01772/2020,UTI,SUDESTE,SP,2304000.00
GM 01771/2020,UTI,NORDESTE,CE,24912000.00
GM 01770/2020,UTI,SUDESTE,ES,49824000.00
GM 01769/2020,UTI,SUDESTE,MG,66672000.00
GM 01768/2020,UTI,CENTRO-OESTE,GO,16128000.00
GM 01743/2021,UTI,NORDESTE,PE,-720000.00
GM 01740/2021,UTI,SUDESTE,RJ,-960000.00
GM 01729/2020,UTI,SUL,RS,10512000.00
GM 01728/2020,UTI,SUDESTE,ES,4320000.00
GM 01727/2020,UTI,NORDESTE,RN,6192000.00
GM 01718/2020,UTI,SUDESTE,SP,-5616000.00
GM 01717/2020,UTI,SUDESTE,MG,16992000.00
GM 01716/2020,UTI,SUDESTE,SP,-3312000.00
GM 01714/2020,UTI,NORTE,TO,0.00
GM 01693/2020,UTI,SUL,SC,16128000.00
GM 01692/2020,UTI,SUDESTE,RJ,3168000.00
GM 01671/2020,UTI,CENTRO-OESTE,GO,5904000.00
GM 01670/2020,HPP PARA CUIDADOS PROLONGADOS,NORDESTE,MA,6084000.00
GM 01669/2020,HPP PARA CUIDADOS PROLONGADOS,SUL,SC,4194000.00
GM 01666/2020,PANDEMIA,NORTE,AC,45461989.00
GM 01666/2020,PANDEMIA,NORTE,AM,232832035.00
GM 01666/2020,PANDEMIA,NORTE,AP,34984218.00
GM 01666/2020,PANDEMIA,NORTE,PA,518739719.00
GM 01666/2020,PANDEMIA,NORTE,RO,110811284.00
GM 01666/2020,PANDEMIA,NORTE,RR,29084051.00
GM 01666/2020,PANDEMIA,NORTE,TO,127226528.00
GM 01666/2020,PANDEMIA,NORDESTE,AL,287073066.00
GM 01666/2020,PANDEMIA,NORDESTE,BA,984616904.00
GM 01666/2020,PANDEMIA,NORDESTE,CE,738291142.00
GM 01666/2020,PANDEMIA,NORDESTE,MA,671966842.00
GM 01666/2020,PANDEMIA,NORDESTE,PB,417680134.00
GM 01666/2020,PANDEMIA,NORDESTE,PE,619994233.00
GM 01666/2020,PANDEMIA,NORDESTE,PI,331502672.00
GM 01666/2020,PANDEMIA,NORDESTE,RN,323287001.00
GM 01666/2020,PANDEMIA,NORDESTE,SE,149123631.00
GM 01666/2020,PANDEMIA,SUDESTE,ES,234427659.00
GM 01666/2020,PANDEMIA,SUDESTE,MG,1813579041.00
GM 01666/2020,PANDEMIA,SUDESTE,RJ,842820034.00
GM 01666/2020,PANDEMIA,SUDESTE,SP,2248006184.00
GM 01666/2020,PANDEMIA,SUL,PR,701910526.00
GM 01666/2020,PANDEMIA,SUL,RS,729922598.00
GM 01666/2020,PANDEMIA,SUL,SC,564970132.00
GM 01666/2020,PANDEMIA,CENTRO-OESTE,DF,75442139.00
GM 01666/2020,PANDEMIA,CENTRO-OESTE,GO,488726620.00
GM 01666/2020,PANDEMIA,CENTRO-OESTE,MS,215664229.00
GM 01666/2020,PANDEMIA,CENTRO-OESTE,MT,261855389.00
GM 01635/2020,UTI,SUDESTE,RJ,4320000.00
GM 01631/2020,UTI,NORDESTE,BA,38016000.00
GM 01630/2020,UTI,NORDESTE,PI,4320000.00
GM 01629/2020,UTI,SUL,SC,6624000.00
GM 01601/2020,UTI,NORTE,RO,720000.00
GM 01586/2021,UTI,NORDESTE,PI,-480000.00
GM 01555/2020,UTI,SUDESTE,MG,1440000.00
GM 01554/2020,UTI,CENTRO-OESTE,MT,-12816000.00
GM 01541/2020,UTI,SUDESTE,SP,1440000.00
GM 01536/2020,HPP PARA CUIDADOS PROLONGADOS,SUL,PR,5760000.00
GM 01535/2020,UTI,NORTE,RR,1440000.00
GM 01534/2020,UTI,SUDESTE,RJ,8496000.00
GM 01533/2020,UTI,NORTE,RR,720000.00
GM 01530/2020,UTI,NORDESTE,PB,3600000.00
GM 01529/2020,UTI,CENTRO-OESTE,MS,-1440000.00
GM 01516/2020,UTI,SUDESTE,MG,47232000.00
GM 01508/2020,UTI,SUDESTE,RJ,14400000.00
GM 01505/2020,UTI,NORDESTE,BA,1440000.00
GM 01504/2020,UTI,NORTE,RO,2160000.00
GM 01503/2020,UTI,NORDESTE,PE,40896000.00
GM 01502/2020,UTI,SUL,RS,45216000.00
GM 01489/2021,UTI,NORDESTE,PE,-960000.00
GM 01481/2020,UTI,NORTE,AC,2880000.00
GM 01479/2020,UTI,NORDESTE,CE,-1440000.00
GM 01474/2020,UTI,NORDESTE,PI,15120000.00
GM 01473/2020,UTI,NORDESTE,RN,8064000.00
GM 01472/2020,UTI,NORDESTE,PI,7632000.00
GM 01471/2020,UTI,SUDESTE,RJ,2448000.00
GM 01470/2020,UTI,NORDESTE,BA,11088000.00
GM 01469/2020,UTI,NORDESTE,AL,720000.00
GM 01457/2020,UTI,NORDESTE,RN,-36144000.00
GM 01453/2021,UTI,NORTE,AC,2400000.00
GM 01453/2021,UTI,NORTE,AM,13776000.00
GM 01453/2021,UTI,NORTE,AP,4080000.00
GM 01453/2021,UTI,NORTE,PA,21504000.00
GM 01453/2021,UTI,NORTE,RO,9360000.00
GM 01453/2021,UTI,NORTE,RR,4320000.00
GM 01453/2021,UTI,NORTE,TO,1776000.00
GM 01453/2021,UTI,NORDESTE,AL,18192000.00
GM 01453/2021,UTI,NORDESTE,BA,64032000.00
GM 01453/2021,UTI,NORDESTE,CE,53088000.00
GM 01453/2021,UTI,NORDESTE,MA,22656000.00
GM 01453/2021,UTI,NORDESTE,PB,18384000.00
GM 01453/2021,UTI,NORDESTE,PE,63696000.00
GM 01453/2021,UTI,NORDESTE,PI,16368000.00
GM 01453/2021,UTI,NORDESTE,RN,17568000.00
GM 01453/2021,UTI,NORDESTE,SE,9936000.00
GM 01453/2021,UTI,SUDESTE,ES,43200000.00
GM 01453/2021,UTI,SUDESTE,MG,117984000.00
GM 01453/2021,UTI,SUDESTE,RJ,74928000.00
GM 01453/2021,UTI,SUDESTE,SP,293664000.00
GM 01453/2021,UTI,SUL,PR,73824000.00
GM 01453/2021,UTI,SUL,RS,79152000.00
GM 01453/2021,UTI,SUL,SC,55008000.00
GM 01453/2021,UTI,CENTRO-OESTE,DF,11424000.00
GM 01453/2021,UTI,CENTRO-OESTE,GO,43248000.00
GM 01453/2021,UTI,CENTRO-OESTE,MS,15360000.00
GM 01453/2021,UTI,CENTRO-OESTE,MT,28800000.00
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AC,5219979.55
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AM,5103790.40
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AP,5463177.33
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,PA,43738912.75
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,RO,10447071.69
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,TO,11955706.35
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,AL,40213539.79
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,BA,88498400.19
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,CE,104402583.11
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,MA,15956713.81
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PB,26329828.03
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PE,60888014.43
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PI,13775722.79
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,RN,23294690.75
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,SE,22606903.17
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,ES,35493587.42
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,MG,266967918.23
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,RJ,61435057.56
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,SP,378928756.52
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUL,PR,94887512.29
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUL,RS,175441643.03
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUL,SC,88465760.97
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,DF,14834375.05
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,GO,25992769.46
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MS,20970885.41
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MT,18686699.92
GM 01427/2020,UTI,SUDESTE,RJ,59040000.00
GM 01426/2020,UTI,SUDESTE,ES,11088000.00
GM 01425/2020,UTI,NORDESTE,PB,9072000.00
GM 01424/2020,UTI,SUDESTE,SP,61344000.00
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,459571.20
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,2527641.60
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO,86169.60
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,3288806.40
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,1407436.80
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,2197324.80
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,344678.40
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE,229785.60
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI,201062.40
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,1306905.60
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,1464883.20
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES,660633.60
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,8774937.60
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ,904780.80
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,10843008.00
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,344678.40
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,2154240.00
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,689356.80
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,3777100.80
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,545740.80
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS,229785.60
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT,919142.40
GM 01404/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,143616.00
GM 01404/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,473932.80
GM 01402/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,143616.00
GM 01401/2021,UTI,NORTE,TO,6816000.00
GM 01401/2021,UTI,NORDESTE,BA,3360000.00
GM 01401/2021,UTI,NORDESTE,CE,480000.00
GM 01401/2021,UTI,NORDESTE,MA,1056000.00
GM 01401/2021,UTI,NORDESTE,PB,1632000.00
GM 01401/2021,UTI,NORDESTE,PE,768000.00
GM 01401/2021,UTI,NORDESTE,PI,240000.00
GM 01401/2021,UTI,SUDESTE,MG,1296000.00
GM 01401/2021,UTI,SUDESTE,RJ,5184000.00
GM 01401/2021,UTI,SUDESTE,SP,4512000.00
GM 01401/2021,UTI,SUL,PR,672000.00
GM 01401/2021,UTI,SUL,RS,48000.00
GM 01401/2021,UTI,SUL,SC,480000.00
GM 01401/2021,UTI,CENTRO-OESTE,MS,912000.00
GM 01396/2020,UTI,NORDESTE,BA,3744000.00
GM 01395/2020,UTI,CENTRO-OESTE,DF,13680000.00
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AC,217507.77
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AM,271884.71
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AP,153755.49
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,PA,6772868.27
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,RO,971438.82
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,TO,775578.29
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,AL,3277499.64
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,BA,9493220.05
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,CE,11037223.66
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,MA,1671897.12
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PB,1483177.97
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PE,13595031.27
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PI,1980714.87
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,RN,3001278.14
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,SE,2942309.01
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,ES,4933551.85
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,MG,64396226.34
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,RJ,8345826.23
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,SP,76944489.09
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUL,PR,32771766.30
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUL,RS,49379560.73
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUL,SC,28598798.96
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,DF,561376.63
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,GO,4127887.45
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MS,9081331.01
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MT,3213800.32
GM 01385/2020,UTI,SUDESTE,MG,2880000.00
GM 01384/2020,UTI,SUL,SC,18000000.00
GM 01379/2020,UTI,SUDESTE,RJ,3744000.00
GM 01377/2020,HPP PARA CUIDADOS PROLONGADOS,CENTRO-OESTE,MT,2664000.00
GM 01376/2020,UTI,NORDESTE,BA,3024000.00
GM 01375/2020,UTI,CENTRO-OESTE,MS,1440000.00
GM 01364/2020,UTI,CENTRO-OESTE,MS,11088000.00
GM 01362/2021,UTI,SUDESTE,SP,5184000.00
GM 01361/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,-43084.80
GM 01361/2020,UTI,NORTE,PA,2880000.00
GM 01360/2020,UTI,NORDESTE,CE,1440000.00
GM 01359/2020,UTI,NORDESTE,PE,12096000.00
GM 01358/2020,UTI,NORTE,PA,-2880000.00
GM 01341/2021,UTI,NORTE,TO,960000.00
GM 01341/2021,UTI,NORDESTE,BA,1440000.00
GM 01341/2021,UTI,NORDESTE,CE,576000.00
GM 01341/2021,UTI,NORDESTE,MA,480000.00
GM 01341/2021,UTI,NORDESTE,PB,576000.00
GM 01341/2021,UTI,NORDESTE,PE,1632000.00
GM 01341/2021,UTI,SUDESTE,ES,1440000.00
GM 01341/2021,UTI,SUDESTE,MG,2544000.00
GM 01341/2021,UTI,SUDESTE,RJ,3840000.00
GM 01341/2021,UTI,SUDESTE,SP,1968000.00
GM 01341/2021,UTI,SUL,PR,1104000.00
GM 01341/2021,UTI,SUL,RS,768000.00
GM 01341/2021,UTI,CENTRO-OESTE,GO,960000.00
GM 01341/2021,UTI,CENTRO-OESTE,MS,720000.00
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,71808.00
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO,430848.00
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,201062.40
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,890419.20
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,100531.20
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,502656.00
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,71808.00
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,617548.80
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,157977.60
GM 01339/2021,UTI,NORDESTE,MA,192000.00
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,28723.20
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,100531.20
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,71808.00
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT,143616.00
GM 01334/2021,UTI,SUDESTE,MG,192000.00
GM 01333/2021,UTI,SUDESTE,SP,1680000.00
GM 01332/2021,UTI,SUDESTE,SP,912000.00
GM 01331/2021,UTI,NORDESTE,SE,240000.00
GM 01329/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,143616.00
GM 01329/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,71808.00
GM 01329/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,287232.00
GM 01328/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,28723.20
GM 01310/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,86169.60
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,172339.20
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,100531.20
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,71808.00
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,201062.40
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO,201062.40
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,746803.20
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,43084.80
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE,86169.60
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,14361.60
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,933504.00
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,71808.00
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,315955.20
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,315955.20
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,129254.40
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,143616.00
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,143616.00
GM 01304/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,172339.20
GM 01304/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT,57446.40
GM 01280/2020,UTI,SUL,RS,34848000.00
GM 01270/2020,UTI,NORDESTE,BA,6624000.00
GM 01269/2020,UTI,SUDESTE,RJ,720000.00
GM 01266/2020,UTI,SUDESTE,SP,95040000.00
GM 01265/2020,UTI,NORDESTE,PI,4608000.00
GM 01245/2020,UTI,NORTE,PA,40896000.00
GM 01244/2020,UTI,SUL,RS,1440000.00
GM 01243/2020,UTI,NORDESTE,RN,36144000.00
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,57446.40
