Número_da_Publicação,Assunto,Região,Estado, Total 
GM 02401/2020,UTI,SUDESTE,MG," R$ 2,448,000.00 "
GM 02401/2020,UTI,SUL,RS," R$ 960,000.00 "
GM 02400/2020,UTI,SUDESTE,MG,"-R$ 2,592,000.00 "
GM 02399/2020,UTI,NORDESTE,CE, R$ -   
GM 02399/2020,UTI,NORDESTE,MA," R$ 1,440,000.00 "
GM 02399/2020,UTI,SUDESTE,ES," R$ 1,440,000.00 "
GM 02399/2020,UTI,SUDESTE,MG," R$ 5,760,000.00 "
GM 02399/2020,UTI,SUDESTE,RJ," R$ 864,000.00 "
GM 02399/2020,UTI,SUL,PR," R$ 2,016,000.00 "
GM 02398/2020,UTI,SUL,RS," R$ 5,472,000.00 "
GM 02398/2020,UTI,SUL,SC," R$ 3,600,000.00 "
GM 02398/2020,UTI,CENTRO-OESTE,MT," R$ 2,304,000.00 "
GM 02379/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 287,232.00 "
GM 02373/2020,UTI,SUDESTE,SP," R$ 18,576,000.00 "
GM 02372/2020,UTI,NORDESTE,PI," R$ 240,000.00 "
GM 02372/2020,UTI,NORDESTE,RN," R$ 816,000.00 "
GM 02372/2020,UTI,SUL,SC," R$ 1,296,000.00 "
GM 02372/2020,UTI,CENTRO-OESTE,MS," R$ 2,112,000.00 "
GM 02372/2020,UTI,CENTRO-OESTE,MT," R$ 384,000.00 "
GM 02371/2020,UTI,NORTE,AC," R$ 480,000.00 "
GM 02371/2020,UTI,NORDESTE,BA," R$ 1,920,000.00 "
GM 02371/2020,UTI,NORDESTE,PE," R$ 480,000.00 "
GM 02371/2020,UTI,NORDESTE,RN," R$ 480,000.00 "
GM 02371/2020,UTI,SUDESTE,MG," R$ 2,400,000.00 "
GM 02371/2020,UTI,SUDESTE,RJ," R$ 1,920,000.00 "
GM 02371/2020,UTI,SUDESTE,SP," R$ 3,840,000.00 "
GM 02371/2020,UTI,SUL,PR," R$ 1,440,000.00 "
GM 02371/2020,UTI,SUL,RS," R$ 1,440,000.00 "
GM 02371/2020,UTI,SUL,SC," R$ 960,000.00 "
GM 02371/2020,UTI,CENTRO-OESTE,MS," R$ 480,000.00 "
GM 02370/2020,UTI,NORTE,TO," R$ 1,248,000.00 "
GM 02370/2020,UTI,CENTRO-OESTE,MT," R$ 1,440,000.00 "
GM 02369/2020,UTI,CENTRO-OESTE,GO," R$ 16,992,000.00 "
GM 02368/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 947,865.60 "
GM 02367/2020,UTI,SUL,PR," R$ 480,000.00 "
GM 02357/2020,UTI,SUDESTE,SP," R$ 7,776,000.00 "
GM 02356/2020,UTI,CENTRO-OESTE,MT,"-R$ 144,000.00 "
GM 02351/2020,UTI,NORTE,AM," R$ 480,000.00 "
GM 02351/2020,UTI,NORTE,RO," R$ 480,000.00 "
GM 02351/2020,UTI,NORDESTE,MA," R$ 480,000.00 "
GM 02351/2020,UTI,NORDESTE,PE," R$ 480,000.00 "
GM 02351/2020,UTI,NORDESTE,SE," R$ 480,000.00 "
GM 02351/2020,UTI,CENTRO-OESTE,GO," R$ 960,000.00 "
GM 02351/2020,UTI,CENTRO-OESTE,MT," R$ 480,000.00 "
GM 02348/2020,HPP PARA CUIDADOS PROLONGADOS,SUDESTE,MG," R$ 20,052,000.00 "
GM 02347/2020,UTI,SUDESTE,MG," R$ 18,720,000.00 "
GM 02341/2020,UTI,NORDESTE,MA," R$ 5,904,000.00 "
GM 02340/2020,UTI,SUL,SC," R$ 3,744,000.00 "
GM 02338/2020,UTI,NORDESTE,BA," R$ 1,296,000.00 "
GM 02337/2020,UTI,CENTRO-OESTE,MS," R$ 1,440,000.00 "
GM 02336/2020,UTI,SUL,RS," R$ 1,440,000.00 "
GM 02335/2020,UTI,NORDESTE,SE," R$ 1,440,000.00 "
GM 02334/2020,UTI,NORDESTE,CE," R$ 4,176,000.00 "
GM 02333/2020,UTI,SUL,RS," R$ 6,672,000.00 "
GM 02332/2020,UTI,NORDESTE,BA," R$ 768,000.00 "
GM 02332/2020,UTI,NORDESTE,CE," R$ 720,000.00 "
GM 02331/2020,UTI,SUL,SC," R$ 720,000.00 "
GM 02330/2020,UTI,CENTRO-OESTE,MT," R$ 5,040,000.00 "
GM 02313/2020,UTI,NORTE,AM," R$ 720,000.00 "
GM 02290/2020,UTI,CENTRO-OESTE,MS," R$ 1,680,000.00 "
GM 02289/2020,UTI,SUL,PR," R$ 12,432,000.00 "
GM 02288/2020,UTI,NORDESTE,CE," R$ 1,440,000.00 "
GM 02287/2020,UTI,NORDESTE,PI," R$ 288,000.00 "
GM 02286/2020,UTI,SUDESTE,MG," R$ 720,000.00 "
GM 02285/2020,UTI,SUL,RS," R$ 1,728,000.00 "
GM 02284/2020,UTI,NORDESTE,BA," R$ 7,200,000.00 "
GM 02283/2020,UTI,NORDESTE,SE," R$ 6,624,000.00 "
GM 02281/2020,UTI,SUDESTE,ES," R$ 3,696,000.00 "
GM 02279/2020,UTI,SUL,PR," R$ 6,048,000.00 "
GM 02278/2020,UTI,SUDESTE,SP," R$ 6,768,000.00 "
GM 02276/2020,UTI,SUDESTE,SP," R$ 43,584,000.00 "
GM 02275/2020,UTI,CENTRO-OESTE,MS," R$ 2,160,000.00 "
GM 02274/2020,UTI,CENTRO-OESTE,MT," R$ 13,680,000.00 "
GM 02273/2020,UTI,CENTRO-OESTE,DF," R$ 4,560,000.00 "
GM 02272/2020,UTI,NORDESTE,BA," R$ 240,000.00 "
GM 02271/2020,UTI,SUDESTE,SP," R$ 12,096,000.00 "
GM 02270/2020,UTI,NORDESTE,AL," R$ 1,008,000.00 "
GM 02258/2020,UTI,NORDESTE,PE,"-R$ 1,440,000.00 "
GM 02225/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 962,227.20 "
GM 02220/2020,UTI,NORDESTE,PI,"-R$ 1,440,000.00 "
GM 02218/2020,UTI,NORTE,TO," R$ 480,000.00 "
GM 02218/2020,UTI,NORDESTE,AL," R$ 480,000.00 "
GM 02218/2020,UTI,NORDESTE,BA," R$ 1,968,000.00 "
GM 02218/2020,UTI,SUDESTE,SP," R$ 480,000.00 "
GM 02218/2020,UTI,SUL,PR," R$ 6,192,000.00 "
GM 02218/2020,UTI,SUL,RS," R$ 3,456,000.00 "
GM 02218/2020,UTI,SUL,SC," R$ 960,000.00 "
GM 02216/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 359,040.00 "
GM 02215/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 287,232.00 "
GM 02214/2020,UTI,NORTE,TO," R$ 2,880,000.00 "
GM 02213/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 244,147.20 "
GM 02212/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 574,464.00 "
GM 02192/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 258,508.80 "
GM 02191/2020,UTI,SUDESTE,SP," R$ 14,400,000.00 "
GM 02190/2020,UTI,NORDESTE,PE," R$ 4,320,000.00 "
GM 02189/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 502,656.00 "
GM 02180/2020,UTI,NORDESTE,PI," R$ 1,440,000.00 "
GM 02180/2020,UTI,NORDESTE,SE," R$ 2,304,000.00 "
GM 02180/2020,UTI,SUDESTE,MG," R$ 720,000.00 "
GM 02179/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 703,718.40 "
GM 02178/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 359,040.00 "
GM 02148/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 157,977.60 "
GM 02147/2020,UTI,NORDESTE,PB," R$ 2,304,000.00 "
GM 02147/2020,UTI,NORDESTE,RN," R$ 1,440,000.00 "
GM 02147/2020,UTI,NORDESTE,SE," R$ 2,880,000.00 "
GM 02147/2020,UTI,SUDESTE,RJ," R$ 7,920,000.00 "
GM 02147/2020,UTI,SUDESTE,SP," R$ 11,088,000.00 "
GM 02145/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 86,169.60 "
GM 02136/2020,HPP PARA CUIDADOS PROLONGADOS,SUDESTE,MG," R$ 6,660,000.00 "
GM 02134/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 272,870.40 "
GM 02104/2020,UTI,SUL,SC," R$ 9,072,000.00 "
GM 02037/2020,UTI,SUDESTE,SP," R$ 1,440,000.00 "
GM 02036/2020,UTI,SUDESTE,RJ," R$ 480,000.00 "
GM 02036/2020,UTI,SUDESTE,SP," R$ 480,000.00 "
GM 02035/2020,UTI,NORTE,RR," R$ 1,440,000.00 "
GM 02035/2020,UTI,NORDESTE,AL," R$ 1,440,000.00 "
GM 02035/2020,UTI,NORDESTE,CE," R$ 1,440,000.00 "
GM 02035/2020,UTI,NORDESTE,PB," R$ 1,440,000.00 "
GM 02035/2020,UTI,NORDESTE,PI," R$ 1,440,000.00 "
GM 02032/2020,UTI,NORTE,AM," R$ 5,376,000.00 "
GM 02032/2020,UTI,NORDESTE,AL," R$ 720,000.00 "
GM 02029/2020,UTI,NORDESTE,CE," R$ 2,880,000.00 "
GM 02026/2020,UTI,CENTRO-OESTE,MS," R$ 4,752,000.00 "
GM 02022/2020,UTI,NORDESTE,MA," R$ 2,880,000.00 "
GM 02021/2020,UTI,SUDESTE,MG," R$ 16,704,000.00 "
GM 02020/2020,HPP PARA CUIDADOS PROLONGADOS,NORDESTE,AL," R$ 882,000.00 "
GM 02019/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 4,021,248.00 "
GM 02015/2020,UTI,SUDESTE,SP," R$ 4,896,000.00 "
GM 02014/2020,UTI,SUDESTE,SP," R$ 16,560,000.00 "
GM 02013/2020,HPP PARA CUIDADOS PROLONGADOS,CENTRO-OESTE,MT," R$ 4,554,000.00 "
GM 02012/2020,HPP PARA CUIDADOS PROLONGADOS,SUL,RS," R$ 16,650,000.00 "
GM 02011/2020,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 287,232.00 "
GM 01971/2020,UTI,NORTE,AC," R$ 480,000.00 "
GM 01971/2020,UTI,NORTE,PA," R$ 960,000.00 "
GM 01971/2020,UTI,NORDESTE,BA," R$ 1,920,000.00 "
GM 01971/2020,UTI,NORDESTE,PE," R$ 480,000.00 "
GM 01971/2020,UTI,NORDESTE,RN," R$ 480,000.00 "
GM 01971/2020,UTI,SUDESTE,MG," R$ 2,400,000.00 "
GM 01971/2020,UTI,SUDESTE,RJ," R$ 1,440,000.00 "
GM 01971/2020,UTI,SUDESTE,SP," R$ 3,360,000.00 "
GM 01971/2020,UTI,SUL,PR," R$ 1,440,000.00 "
GM 01971/2020,UTI,SUL,RS," R$ 1,440,000.00 "
GM 01971/2020,UTI,SUL,SC," R$ 960,000.00 "
GM 01971/2020,UTI,CENTRO-OESTE,MS," R$ 480,000.00 "
GM 01970/2020,UTI,NORDESTE,BA," R$ 1,920,000.00 "
GM 01970/2020,UTI,SUDESTE,SP," R$ 22,560,000.00 "
GM 01970/2020,UTI,CENTRO-OESTE,MS," R$ 576,000.00 "
GM 01968/2020,UTI,NORTE,RO," R$ 288,000.00 "
GM 01968/2020,UTI,NORDESTE,CE," R$ 4,800,000.00 "
GM 01968/2020,UTI,NORDESTE,PI," R$ 480,000.00 "
GM 01968/2020,UTI,SUL,SC," R$ 7,728,000.00 "
GM 01964/2020,UTI,NORDESTE,AL," R$ 3,936,000.00 "
GM 01962/2020,UTI,NORDESTE,SE," R$ 672,000.00 "
GM 01962/2020,UTI,CENTRO-OESTE,GO," R$ 5,136,000.00 "
GM 01960/2020,UTI,NORDESTE,SE," R$ 960,000.00 "
GM 01960/2020,UTI,SUDESTE,SP," R$ 480,000.00 "
GM 01960/2020,UTI,CENTRO-OESTE,MS," R$ 480,000.00 "
GM 01936/2020,UTI,SUDESTE,RJ," R$ 6,768,000.00 "
GM 01934/2020,UTI,SUDESTE,SP," R$ 5,616,000.00 "
GM 01919/2020,UTI,NORTE,TO," R$ 2,448,000.00 "
GM 01918/2020,UTI,NORTE,RO," R$ 4,896,000.00 "
GM 01909/2021,UTI,SUDESTE,MG," R$ 720,000.00 "
GM 01908/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 86,169.60 "
GM 01908/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 43,084.80 "
GM 01907/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 14,361.60 "
GM 01907/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 71,808.00 "
GM 01907/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 114,892.80 "
GM 01907/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 258,508.80 "
GM 01896/2020,UTI,NORDESTE,BA,"-R$ 576,000.00 "
GM 01895/2020,UTI,CENTRO-OESTE,MT," R$ 2,160,000.00 "
GM 01893/2020,UTI,NORTE,AC," R$ 2,880,000.00 "
GM 01892/2020,UTI,SUL,PR," R$ 1,440,000.00 "
GM 01891/2020,UTI,SUL,SC," R$ 1,440,000.00 "
GM 01890/2020,UTI,SUL,PR," R$ 21,168,000.00 "
GM 01889/2020,UTI,NORDESTE,CE," R$ 2,880,000.00 "
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 129,254.40 "
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 43,084.80 "
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 143,616.00 "
GM 01867/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS," R$ 215,424.00 "
GM 01866/2021,UTI,SUDESTE,SP," R$ 384,000.00 "
GM 01865/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ," R$ 143,616.00 "
GM 01865/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 14,361.60 "
GM 01864/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 114,892.80 "
GM 01840/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 114,892.80 "
GM 01840/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 143,616.00 "
GM 01824/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 315,955.20 "
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 57,446.40 "
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 57,446.40 "
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 287,232.00 "
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 818,611.20 "
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 57,446.40 "
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 71,808.00 "
GM 01823/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 57,446.40 "
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 86,169.60 "
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 129,254.40 "
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 229,785.60 "
GM 01821/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 28,723.20 "
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 28,723.20 "
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 71,808.00 "
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 100,531.20 "
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 1,436,160.00 "
GM 01818/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 129,254.40 "
GM 01816/2021,UTI,NORTE,PA," R$ 480,000.00 "
GM 01816/2021,UTI,NORDESTE,CE," R$ 240,000.00 "
GM 01816/2021,UTI,NORDESTE,PB," R$ 480,000.00 "
GM 01816/2021,UTI,NORDESTE,PE," R$ 720,000.00 "
GM 01816/2021,UTI,NORDESTE,PI," R$ 720,000.00 "
GM 01816/2021,UTI,SUDESTE,MG," R$ 2,928,000.00 "
GM 01816/2021,UTI,SUDESTE,RJ," R$ 720,000.00 "
GM 01816/2021,UTI,SUDESTE,SP," R$ 8,016,000.00 "
GM 01816/2021,UTI,SUL,PR," R$ 2,496,000.00 "
GM 01816/2021,UTI,SUL,SC," R$ 1,200,000.00 "
GM 01816/2021,UTI,CENTRO-OESTE,GO," R$ 1,872,000.00 "
GM 01816/2021,UTI,CENTRO-OESTE,MS," R$ 1,920,000.00 "
GM 01816/2021,UTI,CENTRO-OESTE,MT," R$ 144,000.00 "
GM 01815/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 28,723.30 "
GM 01815/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 100,531.20 "
GM 01814/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 28,723.20 "
GM 01813/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO," R$ 100,531.20 "
GM 01813/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 100,531.20 "
GM 01813/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 71,808.00 "
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 114,892.80 "
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 186,700.80 "
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 114,892.80 "
GM 01812/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 71,808.00 "
GM 01811/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 14,361.60 "
GM 01809/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 86,169.60 "
GM 01809/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 28,723.20 "
GM 01809/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 100,531.20 "
GM 01804/2020,UTI,NORDESTE,BA," R$ 17,280,000.00 "
GM 01803/2020,UTI,NORDESTE,AL," R$ 5,472,000.00 "
GM 01800/2021,UTI,CENTRO-OESTE,MT,"-R$ 240,000.00 "
GM 01799/2020,UTI,SUL,SC," R$ 5,760,000.00 "
GM 01798/2021,UTI,SUDESTE,SP,"-R$ 192,000.00 "
GM 01797/2021,UTI,SUL,RS,"-R$ 960,000.00 "
GM 01791/2020,UTI,NORTE,TO," R$ 1,440,000.00 "
GM 01790/2020,UTI,NORDESTE,MA,"-R$ 2,880,000.00 "
GM 01789/2020,UTI,NORDESTE,PI," R$ 1,440,000.00 "
GM 01788/2020,UTI,NORDESTE,PE,"-R$ 6,048,000.00 "
GM 01787/2020,UTI,SUDESTE,SP," R$ 61,920,000.00 "
GM 01786/2020,HPP PARA CUIDADOS PROLONGADOS,SUDESTE,MG," R$ 18,324,000.00 "
GM 01774/2020,UTI,SUDESTE,SP," R$ 1,152,000.00 "
GM 01773/2020,UTI,NORDESTE,RN," R$ 4,752,000.00 "
GM 01772/2020,UTI,SUDESTE,SP," R$ 2,304,000.00 "
GM 01771/2020,UTI,NORDESTE,CE," R$ 24,912,000.00 "
GM 01770/2020,UTI,SUDESTE,ES," R$ 49,824,000.00 "
GM 01769/2020,UTI,SUDESTE,MG," R$ 66,672,000.00 "
GM 01768/2020,UTI,CENTRO-OESTE,GO," R$ 16,128,000.00 "
GM 01743/2021,UTI,NORDESTE,PE,"-R$ 720,000.00 "
GM 01740/2021,UTI,SUDESTE,RJ,"-R$ 960,000.00 "
GM 01729/2020,UTI,SUL,RS," R$ 10,512,000.00 "
GM 01728/2020,UTI,SUDESTE,ES," R$ 4,320,000.00 "
GM 01727/2020,UTI,NORDESTE,RN," R$ 6,192,000.00 "
GM 01718/2020,UTI,SUDESTE,SP,"-R$ 5,616,000.00 "
GM 01717/2020,UTI,SUDESTE,MG," R$ 16,992,000.00 "
GM 01716/2020,UTI,SUDESTE,SP,"-R$ 3,312,000.00 "
GM 01714/2020,UTI,NORTE,TO, R$ -   
GM 01693/2020,UTI,SUL,SC," R$ 16,128,000.00 "
GM 01692/2020,UTI,SUDESTE,RJ," R$ 3,168,000.00 "
GM 01671/2020,UTI,CENTRO-OESTE,GO," R$ 5,904,000.00 "
GM 01670/2020,HPP PARA CUIDADOS PROLONGADOS,NORDESTE,MA," R$ 6,084,000.00 "
GM 01669/2020,HPP PARA CUIDADOS PROLONGADOS,SUL,SC," R$ 4,194,000.00 "
GM 01666/2020,PANDEMIA,NORTE,AC," R$ 45,461,989.00 "
GM 01666/2020,PANDEMIA,NORTE,AM," R$ 232,832,035.00 "
GM 01666/2020,PANDEMIA,NORTE,AP," R$ 34,984,218.00 "
GM 01666/2020,PANDEMIA,NORTE,PA," R$ 518,739,719.00 "
GM 01666/2020,PANDEMIA,NORTE,RO," R$ 110,811,284.00 "
GM 01666/2020,PANDEMIA,NORTE,RR," R$ 29,084,051.00 "
GM 01666/2020,PANDEMIA,NORTE,TO," R$ 127,226,528.00 "
GM 01666/2020,PANDEMIA,NORDESTE,AL," R$ 287,073,066.00 "
GM 01666/2020,PANDEMIA,NORDESTE,BA," R$ 984,616,904.00 "
GM 01666/2020,PANDEMIA,NORDESTE,CE," R$ 738,291,142.00 "
GM 01666/2020,PANDEMIA,NORDESTE,MA," R$ 671,966,842.00 "
GM 01666/2020,PANDEMIA,NORDESTE,PB," R$ 417,680,134.00 "
GM 01666/2020,PANDEMIA,NORDESTE,PE," R$ 619,994,233.00 "
GM 01666/2020,PANDEMIA,NORDESTE,PI," R$ 331,502,672.00 "
GM 01666/2020,PANDEMIA,NORDESTE,RN," R$ 323,287,001.00 "
GM 01666/2020,PANDEMIA,NORDESTE,SE," R$ 149,123,631.00 "
GM 01666/2020,PANDEMIA,SUDESTE,ES," R$ 234,427,659.00 "
GM 01666/2020,PANDEMIA,SUDESTE,MG," R$ 1,813,579,041.00 "
GM 01666/2020,PANDEMIA,SUDESTE,RJ," R$ 842,820,034.00 "
GM 01666/2020,PANDEMIA,SUDESTE,SP," R$ 2,248,006,184.00 "
GM 01666/2020,PANDEMIA,SUL,PR," R$ 701,910,526.00 "
GM 01666/2020,PANDEMIA,SUL,RS," R$ 729,922,598.00 "
GM 01666/2020,PANDEMIA,SUL,SC," R$ 564,970,132.00 "
GM 01666/2020,PANDEMIA,CENTRO-OESTE,DF," R$ 75,442,139.00 "
GM 01666/2020,PANDEMIA,CENTRO-OESTE,GO," R$ 488,726,620.00 "
GM 01666/2020,PANDEMIA,CENTRO-OESTE,MS," R$ 215,664,229.00 "
GM 01666/2020,PANDEMIA,CENTRO-OESTE,MT," R$ 261,855,389.00 "
GM 01635/2020,UTI,SUDESTE,RJ," R$ 4,320,000.00 "
GM 01631/2020,UTI,NORDESTE,BA," R$ 38,016,000.00 "
GM 01630/2020,UTI,NORDESTE,PI," R$ 4,320,000.00 "
GM 01629/2020,UTI,SUL,SC," R$ 6,624,000.00 "
GM 01601/2020,UTI,NORTE,RO," R$ 720,000.00 "
GM 01586/2021,UTI,NORDESTE,PI,"-R$ 480,000.00 "
GM 01555/2020,UTI,SUDESTE,MG," R$ 1,440,000.00 "
GM 01554/2020,UTI,CENTRO-OESTE,MT,"-R$ 12,816,000.00 "
GM 01541/2020,UTI,SUDESTE,SP," R$ 1,440,000.00 "
GM 01536/2020,HPP PARA CUIDADOS PROLONGADOS,SUL,PR," R$ 5,760,000.00 "
GM 01535/2020,UTI,NORTE,RR," R$ 1,440,000.00 "
GM 01534/2020,UTI,SUDESTE,RJ," R$ 8,496,000.00 "
GM 01533/2020,UTI,NORTE,RR," R$ 720,000.00 "
GM 01530/2020,UTI,NORDESTE,PB," R$ 3,600,000.00 "
GM 01529/2020,UTI,CENTRO-OESTE,MS,"-R$ 1,440,000.00 "
GM 01516/2020,UTI,SUDESTE,MG," R$ 47,232,000.00 "
GM 01508/2020,UTI,SUDESTE,RJ," R$ 14,400,000.00 "
GM 01505/2020,UTI,NORDESTE,BA," R$ 1,440,000.00 "
GM 01504/2020,UTI,NORTE,RO," R$ 2,160,000.00 "
GM 01503/2020,UTI,NORDESTE,PE," R$ 40,896,000.00 "
GM 01502/2020,UTI,SUL,RS," R$ 45,216,000.00 "
GM 01489/2021,UTI,NORDESTE,PE,"-R$ 960,000.00 "
GM 01481/2020,UTI,NORTE,AC," R$ 2,880,000.00 "
GM 01479/2020,UTI,NORDESTE,CE,"-R$ 1,440,000.00 "
GM 01474/2020,UTI,NORDESTE,PI," R$ 15,120,000.00 "
GM 01473/2020,UTI,NORDESTE,RN," R$ 8,064,000.00 "
GM 01472/2020,UTI,NORDESTE,PI," R$ 7,632,000.00 "
GM 01471/2020,UTI,SUDESTE,RJ," R$ 2,448,000.00 "
GM 01470/2020,UTI,NORDESTE,BA," R$ 11,088,000.00 "
GM 01469/2020,UTI,NORDESTE,AL," R$ 720,000.00 "
GM 01457/2020,UTI,NORDESTE,RN,"-R$ 36,144,000.00 "
GM 01453/2021,UTI,NORTE,AC," R$ 2,400,000.00 "
GM 01453/2021,UTI,NORTE,AM," R$ 13,776,000.00 "
GM 01453/2021,UTI,NORTE,AP," R$ 4,080,000.00 "
GM 01453/2021,UTI,NORTE,PA," R$ 21,504,000.00 "
GM 01453/2021,UTI,NORTE,RO," R$ 9,360,000.00 "
GM 01453/2021,UTI,NORTE,RR," R$ 4,320,000.00 "
GM 01453/2021,UTI,NORTE,TO," R$ 1,776,000.00 "
GM 01453/2021,UTI,NORDESTE,AL," R$ 18,192,000.00 "
GM 01453/2021,UTI,NORDESTE,BA," R$ 64,032,000.00 "
GM 01453/2021,UTI,NORDESTE,CE," R$ 53,088,000.00 "
GM 01453/2021,UTI,NORDESTE,MA," R$ 22,656,000.00 "
GM 01453/2021,UTI,NORDESTE,PB," R$ 18,384,000.00 "
GM 01453/2021,UTI,NORDESTE,PE," R$ 63,696,000.00 "
GM 01453/2021,UTI,NORDESTE,PI," R$ 16,368,000.00 "
